Company_Name,Short_Description,RE_Strategy_Codes,RE_Strategy_Names,City,Region,Country
RELMA Service,"RELMA Service offers engine repairs, maintenance, and the sale of generators or services for electric cars.",R4,Repair,Zwickau,Sachsen,Germany
ChemAdvice,"ChemAdvice is a management consulting company that specializes in interim management, supply chain recovery, and advisory services.",R9,Recover,Wiesbaden,Hessen,Germany
Kunkler,"Kunkler advises, plan, build and repair heating, solar and sanitary systems.",R4,Repair,Münster-sarmsheim,Rheinland-Pfalz,Germany
Radwelt Gera,Radwelt Gera is an online and offline shop that sells e-bike and bicycles and also offers service and repairs for all brands.,R4,Repair,Gera,Thuringen,Germany
Anton Uhlenbrock,"Anton Uhlenbrock provides maintenance and repair services, control technology, technical analysis, and fixture construction.",R4,Repair,Steinfurt,Nordrhein-Westfalen,Germany
PILZ-IT,"PILZ-IT offers IT service, project support, and computer repair services.",R4,Repair,Winterbach,Bayern,Germany
Tire Center Becker,"Tire Center Becker is a tire dealer and repair center that provides vehicle repairs, tuning, and bodywork services.",R4,Repair,Bitburg,Rheinland-Pfalz,Germany
Sonicworld,"Sonicworld sells, repairs, and rents audio technology and products.",R4,Repair,Gaggenau,Baden-Wurttemberg,Germany
ExRohr,"ExRohr provides pipe cleaning, waste disposal, refurbishment, TV inspection, and leak testing services.",R5,Refurbish,Lübeck,Schleswig-Holstein,Germany
Nordicar,"Nordicar is a vehicle repair shop that offers glass and tires along with repairing, inspections, and maintenance services for damaged cars.",R4,Repair,Birkenwerder,Brandenburg,Germany
D Crane Technology,"D Crane Technology tests, maintains, and repairs cranes, hoists, and gate systems.",R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany
Notebook repair Berlin24,Notebook repair Berlin24 is a computer hardware and software repair store.,R4,Repair,Berlin,Berlin,Germany
Hippe & Kruger glazing and glass trading company,Hippe & Kruger glazing and glass trading company is a glass workshop that offers glass construction and repair services.,R4,Repair,Hamburg,Hamburg,Germany
PCT IT Servicepartner,"PCT IT Servicepartner is a company that offers IT services including network infrastructure, data recovery, web design, and IT relocations.",R9,Recover,Wiesbaden,Hessen,Germany
CarLack,"CarLack is an automotive workshop that offers vehicle polishing, body painting, and repair services.",R4,Repair,Niederkassel,Nordrhein-Westfalen,Germany
Lichtenrade TV shop,Lichtenrade TV shop is a television repair shop.,R4,Repair,Berlin,Berlin,Germany
Squash Point,"Squash Point is a sports club that provides squash training, equipment sales and repair, and venue rental services.",R4,Repair,Hamburg,Hamburg,Germany
Auto Hollmann,"Auto Hollmann is a automotive service company, that provide professional services like car bodywork, car painting, and damage repair.",R4,Repair,Mainz,Rheinland-Pfalz,Germany
SOS Tire Trade,"SOS Tire Trade is an auto repair shop that provides wheel alignment, window tint, accident repair, and RV rental services.",R4,Repair,Rendsburg,Schleswig-Holstein,Germany
Clean!,"Clean! is an automatic car wash center that offers interior cleaning, conductor repair, and scratch removal services.",R4,Repair,Bremen,Bremen,Germany
DiMa Datentechnik,"DiMa Datentechnik provides data recovery, data removal, documentation, IT monitoring, and virus protection services.",R9,Recover,Bietigheim-bissingen,Baden-Wurttemberg,Germany
Gruenewald paper,Gruenewald paper is a paper mill offering sustainable recycled products.,R8,Recycle,Kirchhundem,Nordrhein-Westfalen,Germany
Busland,"Busland repairs, maintains, and services commercial vehicles.",R4,Repair,Mehlingen,Rheinland-Pfalz,Germany
W. Haberzettl,"W. Haberzettl is a bathroom planning and design company specializing in bathroom refurbishment, design, and renovation services.",R5,Refurbish,Uttenreuth,Bayern,Germany
Radhelden,Metasearch Platform for Refurbished E-Bikes,R5,Refurbish,Berlin,Berlin,Germany
HPL Pallet Service,HPL Pallet Service is a repair company.,R4,Repair,Garching Bei München,Bayern,Germany
IBW Hardware & Software,IBW Hardware & Software provides repair electronic spare parts service.,R4,Repair,Jockgrim,Rheinland-Pfalz,Germany
Stroebel,"Stroebel sells, repairs, services, and rents products for garden, forestry, and cleaning technology.",R4,Repair,Rot Am See,Baden-Wurttemberg,Germany
Miromatic,Micromatic delivers high-quality and easy-to-use machines and best solutions for the food industry with maintenance and repair services.,R4,Repair,Egg,Bayern,Germany
Omnicron,"Omnicron is an IT company that builds, repairs, and maintains tablets, network, and PC components.",R4,Repair,Kiel,Schleswig-Holstein,Germany
Bearded Water Treatment,"Bearded Water Treatment is a water conditioning firm that offers a dosing system, analytics, maintenance, and repair services.",R4,Repair,Friedrichroda,Thuringen,Germany
Grädler Conveyor Technology,"Grädler Conveyor Technology manufactures, modernises, plans, assemblies, maintains, and repairs conveyor systems for intralogistics.",R4,Repair,Trebbin,Brandenburg,Germany
Peter Reuther Carpentry,"Peter Reuther Carpentry specializes in building and furniture carpentry, window and door repairs, restorations, and glazing.",R4,Repair,Neustadt An Der Weinstraße,Rheinland-Pfalz,Germany
Weidling & Partner Stapler,Weidling & Partner Stapler specializes in forklift technology with repairs and procurement of spare parts for sale and rental.,R4,Repair,Queis,Sachsen-Anhalt,Germany
IT Networks Kreutzer and Tries,"ITN it provides network technology, IT service, and printers repair and services.",R4,Repair,Saarbrücken,Saarland,Germany
Optics active,"Optics Active is an optical company that provides vision training, ametropia in children, and glasses manufacture, and repair services.",R4,Repair,Bad Krozingen,Baden-Wurttemberg,Germany
REMA,"Rema offers window cleaning, precision cleaning, wooden door repair, wooden ceilings installation, and construction services.",R4,Repair,Karben,Hessen,Germany
Knierim Yachtbau,"Knierim Yachtbau is a yacht company that builds and repairs yachts, as well as component manufacturing services.",R4,Repair,Kiel,Schleswig-Holstein,Germany
Bartmann IT-Dienstleistungen,"Bartmann IT-Dienstleistungen offers internet and network solutions, hosting, software-based data recovery, and online support services.",R9,Recover,Unna,Nordrhein-Westfalen,Germany
Lenk,"Lenk provides wheel alignment, paint-free denting, plastic repairs, classic car restoration, and industrial coating services.",R4,Repair,Stockstadt Am Main,Bayern,Germany
BUTZ ELEVATORS,"BUTZ ELEVATORS specializes in the construction, modernization, and repair of elevator systems.",R4,Repair,Bergkirchen,Bayern,Germany
CETA Test Systems,"CETA Test Systems develops, manufactures, and repairs leak and flow test devices.",R4,Repair,Hilden,Nordrhein-Westfalen,Germany
Kraus & Wullinger,"Kraus & Wullinger installs, repairs, and maintains plumbing, heating, and air-conditioning systems.",R4,Repair,Kallmünz,Bayern,Germany
CONSTRUCTION MACHINERY KOCH,"KOCH CONSTRUCTION MACHINERY sells, rents, and repairs construction machinery and engines.",R4,Repair,Kubschütz,Sachsen,Germany
.Bieker,".Bieker is an architecture firm that offers building construction, refurbishment, tenant planning, high-rise planning, and general planning.",R5,Refurbish,Frankfurt,Hessen,Germany
ZIEGLER-Instruments,Ziegler-Instruments manufactures tribo-acoustics and touch haptics and offers test stand calibration and repair of test benches services.,R4,Repair,Mönchengladbach,Nordrhein-Westfalen,Germany
Vogelsang,"Vogelsang is a property management company that offers rent accounting, repair, and tenant support services for apartment buildings.",R4,Repair,Schwabach,Bayern,Germany
Xtreme Worker,"Xtreme Worker is a civil engineering company that offers industrial cleaning services such repair, woodpecker hole removal, and sealing.",R4,Repair,Bestensee,Brandenburg,Germany
Senad Car Detailing & Painting,"Senad Car Detailing & Painting is an auto body shop that offers painting, restorations, and accident repair services.",R4,Repair,Georgsmarienhütte,Niedersachsen,Germany
TRUCKTEC Automotive,TRUCKTEC Automotive is a spare parts retailer that offers a wide range of parts and repair solutions for the automotive sector globally.,R4,Repair,Sankt Ingbert,Saarland,Germany
Pedro Gomes,"Pedro Gomes is a mucial instrument supplier and retailer that offers button instruments, solo accordions, and repair services.",R4,Repair,Trossingen,Baden-Wurttemberg,Germany
Rabota,"Rabota specializes in wooden floor cleaning, renovation, and repair services.",R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany
RUZ Minerals,"RUZ Minerals is a recycle management company that specializes in concrete, building rubble, and mineral waste management services.",R8,Recycle,Heilbronn,Baden-Wurttemberg,Germany
Plattform,"Plattform is a nonprofit firm that provides empowerment, vacancy recovery, media culture, collaboration, and urban development services.",R9,Recover,Erfurt,Thuringen,Germany
Waagen-Fischer,"Waagen-Fischer expertise in the production, sale, and service of weighing technology with consulting, repair, and software solutions.",R4,Repair,Saalfeld,Thuringen,Germany
Quality Association of Motor Repair Companies,"Quality Association of Motor Repair Companies offers engine repair services for cars, trucks, construction, and agricultural machinery.",R4,Repair,Jerichow,Sachsen-Anhalt,Germany
Graus Burotechnik,"Graus Burotechnik is an IT consultancy that offers repair and maintenance of computers, networks, and IT equipment.",R4,Repair,Freinsheim,Rheinland-Pfalz,Germany
Kunz,Kunz is a supplier of aircraft recovery equipment and servicing equipment for aircraft wheels and brakes.,R9,Recover,Hahn,Hessen,Germany
Bit2print,Bit2print offers medium-sized companies simple solutions to significantly reduce the costs of their media production.,R2,Reduce,Waibstadt,Baden-Wurttemberg,Germany
T.HE Consulting,T.HE Consulting is a construction Adapt-Solutions specializes in improving the quality of life of people with reduced mobility.,R2,Reduce,Schwalmtal,Nordrhein-Westfalen,Germany
Fast Bike Service,Fast Bike Service is a motorcycle workshop that engages in the repair and maintenance of motorcycles.,R4,Repair,Mülheim An Der Ruhr,Nordrhein-Westfalen,Germany
WeReTEC,"WeReTEC designs, manufactures, maintains, and repairs load handling devices.",R4,Repair,Bachhagel,Bayern,Germany
NIKMA,"NIKMA specializes in the repair, conversion, and maintenance of suction vehicles.",R4,Repair,Pforzheim,Baden-Wurttemberg,Germany
Pumpen Binek,"Pumps Binek produces, maintains, and repairs centrifugal and sewage pumps.",R4,Repair,Lehrte,Niedersachsen,Germany
W. Tiemann,W. Tiemann is an automotive company that manufactures and supplies a range of vehicles with repair and maintenance services.,R4,Repair,Bremen,Bremen,Germany
Kaindl Motor Vehicles and Agricultural Machinery,Kaindl Motor Vehicles and Agricultural Machinery is an auto repair shop that specializes in tire change and auto glass services.,R4,Repair,Unterhaindlfing,Bayern,Germany
Glassic,Glassic is an environmental company that offers glass bottles to reduce plastic pollution.,R2,Reduce,Munich,Bayern,Germany
Autohaus Christian Scherer,"Autohaus Christian Scherer offers repair and service on electric vehicles, tire storage, and the sale of automotive parts and accessories.",R4,Repair,Oberhausen,Nordrhein-Westfalen,Germany
Edel Sanztec,"Edel Sanztec offers repair, service, and maintenance of punching machines and also provides technical documents for the machines.",R4,Repair,Bietigheim-bissingen,Baden-Wurttemberg,Germany
Safety and Electrical Engineering,"Safety and Electrical Engineering installs, repairs, and maintains intruder alarm systems and fire alarm systems.",R4,Repair,Nidderau,Hessen,Germany
Service offensive,Service offensive it provides on-site service and special repairs.,R4,Repair,Berlin,Berlin,Germany
Vrakela & Frey,"Vrakela & Frey is a construction company that offers building construction, interior design, and refurbishment services.",R5,Refurbish,Düsseldorf,Nordrhein-Westfalen,Germany
Siller IT-Service,"Siller IT-Service offers software support, system administration, hardware maintenance, and system recovery.",R9,Recover,Heilbronn,Baden-Wurttemberg,Germany
Bronzel,"Bronzel is a facility management company that specializes in building drying, refurbishment, and repair services.","R4, R5","Repair, Refurbish",Siek,Schleswig-Holstein,Germany
Wash Park Koehler,"Wash Park Koehler is an automotive company that specializes in car wash, repair, and replacement services.",R4,Repair,Horn-bad Meinberg,Nordrhein-Westfalen,Germany
Rhein/Ruhr Fittings Service,"Rhein/Ruhr Fittings Service offers maintenance, repair, and assembly of common industrial and control valves.",R4,Repair,Rheinberg,Nordrhein-Westfalen,Germany
Paul Mueller,"Paul Mueller is an electrical engineering firm that plans, installs, and repairs data networks, security, and telephone systems.",R4,Repair,Eisingen,Baden-Wurttemberg,Germany
Nordisch,"Nordic manufactures, supplies, maintains, and repairs batteries, cabinet systems, and accessories for the industrial sector.",R4,Repair,Stuhr,Niedersachsen,Germany
